 ,mixture_ID,mixture_path,source_1_path,source_2_path,noise_path,length
Data 1 Target1No 6Cycle No 10Group Depth1100m_Data 2 Target2No 1Cycle No 15Group Depth100m.wav,Data 1 Target1No 6Cycle No 10Group Depth1100m_Data 2 Target2No 1Cycle No 15Group Depth100m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 10Group Depth1100m_Data 2 Target2No 1Cycle No 15Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 10Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 15Group Depth100m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise214.wav,58749
Data 1 Target1No 6Cycle No 10Group Depth1100m_Data 2 Target2No 6Cycle No 20Group Depth500m.wav,Data 1 Target1No 6Cycle No 10Group Depth1100m_Data 2 Target2No 6Cycle No 20Group Depth500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 10Group Depth1100m_Data 2 Target2No 6Cycle No 20Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 10Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 20Group Depth500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2516.wav,58749
Data 1 Target1No 6Cycle No 10Group Depth1400m_Data 2 Target2No 3Cycle No 18Group Depth1000m.wav,Data 1 Target1No 6Cycle No 10Group Depth1400m_Data 2 Target2No 3Cycle No 18Group Depth1000m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 10Group Depth1400m_Data 2 Target2No 3Cycle No 18Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 10Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 18Group Depth1000m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2264.wav,58749
Data 1 Target1No 6Cycle No 10Group Depth1400m_Data 2 Target2No 7Cycle No 12Group Depth200m.wav,Data 1 Target1No 6Cycle No 10Group Depth1400m_Data 2 Target2No 7Cycle No 12Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 10Group Depth1400m_Data 2 Target2No 7Cycle No 12Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 10Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 7Cycle No 12Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise455.wav,58750
Data 1 Target1No 6Cycle No 10Group Depth1500m_Data 2 Target2No 3Cycle No 12Group Depth1400m.wav,Data 1 Target1No 6Cycle No 10Group Depth1500m_Data 2 Target2No 3Cycle No 12Group Depth1400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 10Group Depth1500m_Data 2 Target2No 3Cycle No 12Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 10Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 12Group Depth1400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2130.wav,58750
Data 1 Target1No 6Cycle No 10Group Depth200m_Data 2 Target2No 2Cycle No 7Group Depth1500m.wav,Data 1 Target1No 6Cycle No 10Group Depth200m_Data 2 Target2No 2Cycle No 7Group Depth1500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 10Group Depth200m_Data 2 Target2No 2Cycle No 7Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 10Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 2Cycle No 7Group Depth1500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2384.wav,58750
Data 1 Target1No 6Cycle No 10Group Depth300m_Data 2 Target2No 10Cycle No 11Group Depth1500m.wav,Data 1 Target1No 6Cycle No 10Group Depth300m_Data 2 Target2No 10Cycle No 11Group Depth1500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 10Group Depth300m_Data 2 Target2No 10Cycle No 11Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 10Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 11Group Depth1500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1515.wav,58750
Data 1 Target1No 6Cycle No 10Group Depth300m_Data 2 Target2No 7Cycle No 6Group Depth800m.wav,Data 1 Target1No 6Cycle No 10Group Depth300m_Data 2 Target2No 7Cycle No 6Group Depth800m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 10Group Depth300m_Data 2 Target2No 7Cycle No 6Group Depth800m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 10Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 7Cycle No 6Group Depth800m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2501.wav,58750
Data 1 Target1No 6Cycle No 10Group Depth500m_Data 2 Target2No 4Cycle No 11Group Depth400m.wav,Data 1 Target1No 6Cycle No 10Group Depth500m_Data 2 Target2No 4Cycle No 11Group Depth400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 10Group Depth500m_Data 2 Target2No 4Cycle No 11Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 10Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 4Cycle No 11Group Depth400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise34.wav,58750
Data 1 Target1No 6Cycle No 10Group Depth800m_Data 2 Target2No 3Cycle No 20Group Depth400m.wav,Data 1 Target1No 6Cycle No 10Group Depth800m_Data 2 Target2No 3Cycle No 20Group Depth400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 10Group Depth800m_Data 2 Target2No 3Cycle No 20Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 10Group Depth800m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 20Group Depth400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1743.wav,58750
Data 1 Target1No 6Cycle No 10Group Depth800m_Data 2 Target2No 6Cycle No 8Group Depth500m.wav,Data 1 Target1No 6Cycle No 10Group Depth800m_Data 2 Target2No 6Cycle No 8Group Depth500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 10Group Depth800m_Data 2 Target2No 6Cycle No 8Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 10Group Depth800m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 8Group Depth500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise651.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth100m_Data 2 Target2No 10Cycle No 4Group Depth100m.wav,Data 1 Target1No 6Cycle No 11Group Depth100m_Data 2 Target2No 10Cycle No 4Group Depth100m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth100m_Data 2 Target2No 10Cycle No 4Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 4Group Depth100m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise153.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth100m_Data 2 Target2No 2Cycle No 5Group Depth900m.wav,Data 1 Target1No 6Cycle No 11Group Depth100m_Data 2 Target2No 2Cycle No 5Group Depth900m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth100m_Data 2 Target2No 2Cycle No 5Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 2Cycle No 5Group Depth900m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise360.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth100m_Data 2 Target2No 3Cycle No 17Group Depth1200m.wav,Data 1 Target1No 6Cycle No 11Group Depth100m_Data 2 Target2No 3Cycle No 17Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth100m_Data 2 Target2No 3Cycle No 17Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 17Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2488.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth1200m_Data 2 Target2No 3Cycle No 5Group Depth1000m.wav,Data 1 Target1No 6Cycle No 11Group Depth1200m_Data 2 Target2No 3Cycle No 5Group Depth1000m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth1200m_Data 2 Target2No 3Cycle No 5Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 5Group Depth1000m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1378.wav,58749
Data 1 Target1No 6Cycle No 11Group Depth1200m_Data 2 Target2No 4Cycle No 17Group Depth1400m.wav,Data 1 Target1No 6Cycle No 11Group Depth1200m_Data 2 Target2No 4Cycle No 17Group Depth1400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth1200m_Data 2 Target2No 4Cycle No 17Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 4Cycle No 17Group Depth1400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1167.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth1200m_Data 2 Target2No 5Cycle No 18Group Depth1500m.wav,Data 1 Target1No 6Cycle No 11Group Depth1200m_Data 2 Target2No 5Cycle No 18Group Depth1500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth1200m_Data 2 Target2No 5Cycle No 18Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 5Cycle No 18Group Depth1500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2328.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth1300m_Data 2 Target2No 6Cycle No 21Group Depth300m.wav,Data 1 Target1No 6Cycle No 11Group Depth1300m_Data 2 Target2No 6Cycle No 21Group Depth300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth1300m_Data 2 Target2No 6Cycle No 21Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 21Group Depth300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise331.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth1400m_Data 2 Target2No 5Cycle No 11Group Depth1200m.wav,Data 1 Target1No 6Cycle No 11Group Depth1400m_Data 2 Target2No 5Cycle No 11Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth1400m_Data 2 Target2No 5Cycle No 11Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 5Cycle No 11Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise631.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth1400m_Data 2 Target2No 6Cycle No 1Group Depth1300m.wav,Data 1 Target1No 6Cycle No 11Group Depth1400m_Data 2 Target2No 6Cycle No 1Group Depth1300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth1400m_Data 2 Target2No 6Cycle No 1Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 1Group Depth1300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2252.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth1400m_Data 2 Target2No 8Cycle No 18Group Depth1400m.wav,Data 1 Target1No 6Cycle No 11Group Depth1400m_Data 2 Target2No 8Cycle No 18Group Depth1400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth1400m_Data 2 Target2No 8Cycle No 18Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 18Group Depth1400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2334.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth1400m_Data 2 Target2No 9Cycle No 5Group Depth500m.wav,Data 1 Target1No 6Cycle No 11Group Depth1400m_Data 2 Target2No 9Cycle No 5Group Depth500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth1400m_Data 2 Target2No 9Cycle No 5Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 5Group Depth500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2240.wav,58749
Data 1 Target1No 6Cycle No 11Group Depth300m_Data 2 Target2No 10Cycle No 8Group Depth300m.wav,Data 1 Target1No 6Cycle No 11Group Depth300m_Data 2 Target2No 10Cycle No 8Group Depth300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth300m_Data 2 Target2No 10Cycle No 8Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 8Group Depth300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise467.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth300m_Data 2 Target2No 4Cycle No 16Group Depth800m.wav,Data 1 Target1No 6Cycle No 11Group Depth300m_Data 2 Target2No 4Cycle No 16Group Depth800m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth300m_Data 2 Target2No 4Cycle No 16Group Depth800m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 4Cycle No 16Group Depth800m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise747.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth400m_Data 2 Target2No 10Cycle No 11Group Depth1300m.wav,Data 1 Target1No 6Cycle No 11Group Depth400m_Data 2 Target2No 10Cycle No 11Group Depth1300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth400m_Data 2 Target2No 10Cycle No 11Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 11Group Depth1300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2429.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth400m_Data 2 Target2No 8Cycle No 17Group Depth200m.wav,Data 1 Target1No 6Cycle No 11Group Depth400m_Data 2 Target2No 8Cycle No 17Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth400m_Data 2 Target2No 8Cycle No 17Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 17Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1985.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth400m_Data 2 Target2No 9Cycle No 9Group Depth400m.wav,Data 1 Target1No 6Cycle No 11Group Depth400m_Data 2 Target2No 9Cycle No 9Group Depth400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth400m_Data 2 Target2No 9Cycle No 9Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 9Group Depth400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1017.wav,58749
Data 1 Target1No 6Cycle No 11Group Depth600m_Data 2 Target2No 10Cycle No 7Group Depth200m.wav,Data 1 Target1No 6Cycle No 11Group Depth600m_Data 2 Target2No 10Cycle No 7Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth600m_Data 2 Target2No 10Cycle No 7Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth600m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 7Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise570.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth600m_Data 2 Target2No 7Cycle No 7Group Depth500m.wav,Data 1 Target1No 6Cycle No 11Group Depth600m_Data 2 Target2No 7Cycle No 7Group Depth500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth600m_Data 2 Target2No 7Cycle No 7Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth600m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 7Cycle No 7Group Depth500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1440.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth900m_Data 2 Target2No 10Cycle No 18Group Depth500m.wav,Data 1 Target1No 6Cycle No 11Group Depth900m_Data 2 Target2No 10Cycle No 18Group Depth500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth900m_Data 2 Target2No 10Cycle No 18Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 18Group Depth500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise911.wav,58750
Data 1 Target1No 6Cycle No 11Group Depth900m_Data 2 Target2No 2Cycle No 18Group Depth200m.wav,Data 1 Target1No 6Cycle No 11Group Depth900m_Data 2 Target2No 2Cycle No 18Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 11Group Depth900m_Data 2 Target2No 2Cycle No 18Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 11Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 2Cycle No 18Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1281.wav,58750
Data 1 Target1No 6Cycle No 12Group Depth1000m_Data 2 Target2No 6Cycle No 20Group Depth800m.wav,Data 1 Target1No 6Cycle No 12Group Depth1000m_Data 2 Target2No 6Cycle No 20Group Depth800m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 12Group Depth1000m_Data 2 Target2No 6Cycle No 20Group Depth800m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 12Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 20Group Depth800m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2450.wav,58749
Data 1 Target1No 6Cycle No 12Group Depth100m_Data 2 Target2No 3Cycle No 10Group Depth1200m.wav,Data 1 Target1No 6Cycle No 12Group Depth100m_Data 2 Target2No 3Cycle No 10Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 12Group Depth100m_Data 2 Target2No 3Cycle No 10Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 12Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 10Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1456.wav,58750
Data 1 Target1No 6Cycle No 12Group Depth1300m_Data 2 Target2No 2Cycle No 19Group Depth700m.wav,Data 1 Target1No 6Cycle No 12Group Depth1300m_Data 2 Target2No 2Cycle No 19Group Depth700m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 12Group Depth1300m_Data 2 Target2No 2Cycle No 19Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 12Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 2Cycle No 19Group Depth700m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1928.wav,58750
Data 1 Target1No 6Cycle No 12Group Depth1300m_Data 2 Target2No 5Cycle No 3Group Depth1300m.wav,Data 1 Target1No 6Cycle No 12Group Depth1300m_Data 2 Target2No 5Cycle No 3Group Depth1300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 12Group Depth1300m_Data 2 Target2No 5Cycle No 3Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 12Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 5Cycle No 3Group Depth1300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1554.wav,58750
Data 1 Target1No 6Cycle No 12Group Depth1400m_Data 2 Target2No 10Cycle No 15Group Depth200m.wav,Data 1 Target1No 6Cycle No 12Group Depth1400m_Data 2 Target2No 10Cycle No 15Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 12Group Depth1400m_Data 2 Target2No 10Cycle No 15Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 12Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 15Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise808.wav,58750
Data 1 Target1No 6Cycle No 12Group Depth1400m_Data 2 Target2No 1Cycle No 21Group Depth1500m.wav,Data 1 Target1No 6Cycle No 12Group Depth1400m_Data 2 Target2No 1Cycle No 21Group Depth1500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 12Group Depth1400m_Data 2 Target2No 1Cycle No 21Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 12Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 21Group Depth1500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise26.wav,58750
Data 1 Target1No 6Cycle No 12Group Depth1400m_Data 2 Target2No 9Cycle No 12Group Depth400m.wav,Data 1 Target1No 6Cycle No 12Group Depth1400m_Data 2 Target2No 9Cycle No 12Group Depth400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 12Group Depth1400m_Data 2 Target2No 9Cycle No 12Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 12Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 12Group Depth400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise915.wav,58749
Data 1 Target1No 6Cycle No 12Group Depth400m_Data 2 Target2No 1Cycle No 3Group Depth1100m.wav,Data 1 Target1No 6Cycle No 12Group Depth400m_Data 2 Target2No 1Cycle No 3Group Depth1100m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 12Group Depth400m_Data 2 Target2No 1Cycle No 3Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 12Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 3Group Depth1100m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1657.wav,58749
Data 1 Target1No 6Cycle No 12Group Depth400m_Data 2 Target2No 5Cycle No 16Group Depth400m.wav,Data 1 Target1No 6Cycle No 12Group Depth400m_Data 2 Target2No 5Cycle No 16Group Depth400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 12Group Depth400m_Data 2 Target2No 5Cycle No 16Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 12Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 5Cycle No 16Group Depth400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1293.wav,58750
Data 1 Target1No 6Cycle No 12Group Depth600m_Data 2 Target2No 5Cycle No 16Group Depth700m.wav,Data 1 Target1No 6Cycle No 12Group Depth600m_Data 2 Target2No 5Cycle No 16Group Depth700m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 12Group Depth600m_Data 2 Target2No 5Cycle No 16Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 12Group Depth600m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 5Cycle No 16Group Depth700m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1703.wav,58750
Data 1 Target1No 6Cycle No 12Group Depth600m_Data 2 Target2No 8Cycle No 17Group Depth300m.wav,Data 1 Target1No 6Cycle No 12Group Depth600m_Data 2 Target2No 8Cycle No 17Group Depth300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 6Cycle No 12Group Depth600m_Data 2 Target2No 8Cycle No 17Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 6Cycle No 12Group Depth600m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 17Group Depth300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1066.wav,58750
